"","i","j","day_diff","idx_diff"
"420",30,14,3.02305430813456,16
"421",30,15,2.6335531262993,15
"422",30,16,3.37757442508215,14
"423",30,17,4.10958308102651,13
"424",30,18,2.2041553268713,12
"425",30,19,2.73330850306727,11
"426",30,20,2.90562441200276,10
"427",30,21,7.05754091832369,9
"428",30,22,6.48328988559154,8
"429",30,23,6.85708023539838,7
"430",30,24,4.99863468445377,6
"431",30,25,1.71393056408433,5
"432",30,26,4.63310040235564,4
"433",30,27,1.29555653498716,3
"434",30,28,1.59769621883768,2
"435",30,29,2.08059673718238,1
"436",31,1,4.85817853341417,30
"437",31,2,4.39470428678378,29
"438",31,3,1.97014051108097,28
"439",31,4,0.899027728966777,27
"440",31,5,1.88955287792092,26
"441",31,6,2.67883540121641,25
"442",31,7,1.34781358577855,24
"443",31,8,1.9183824806531,23
"444",31,9,4.65807447635313,22
"445",31,10,1.90987082338227,21
"446",31,11,1.49419971063259,20
"447",31,12,2.01360520144913,19
"448",31,13,3.00495897598413,18
"449",31,14,1.27034836390403,17
"450",31,15,2.1852623897041,16
"451",31,16,1.67520975443328,15
"452",31,17,0.702589363986793,14
"453",31,18,3.07845037305262,13
"454",31,19,3.19559572334344,12
"455",31,20,1.7755917777982,11
"456",31,21,3.65054720128398,10
"457",31,22,3.47223786856733,9
"458",31,23,3.45008651835866,8
"459",31,24,2.34237473077283,7
"460",31,25,1.69306315295538,6
"461",31,26,3.43500281004248,5
"462",31,27,2.11143718205255,4
"463",31,28,2.76219653697116,3
"464",31,29,1.32639697985734,2
"465",31,30,3.40699371703971,1
"466",32,1,3.84803522588909,31
"467",32,2,5.55589129700911,30
"468",32,3,5.97651497701195,29
"469",32,4,3.39850011682902,28
"470",32,5,4.47162816845916,27
"471",32,6,2.58913841142134,26
"472",32,7,4.18322968873278,25
"473",32,8,6.0368778764184,24
"474",32,9,8.77656987211844,23
"475",32,10,6.02836621914757,22
"476",32,11,2.62429568513271,21
"477",32,12,6.13210059721443,20
"478",32,13,7.12345437174943,19
"479",32,14,3.73455598686016,18
"480",32,15,3.82772563513894,17
"481",32,16,4.08907610380774,16
"482",32,17,4.8210847597521,15
"483",32,18,1.47168600738252,14
"484",32,19,3.74294950722315,13
"485",32,20,4.1783348780322,12
"486",32,21,7.76904259704928,11
"487",32,22,7.19479156431713,10
"488",32,23,7.56858191412397,9
"489",32,24,5.71013636317936,8
"490",32,25,2.42543224280992,7
"491",32,26,3.90063108286686,6
"492",32,27,2.00705821371275,5
"493",32,28,1.35629885879414,4
"494",32,29,2.79209841590797,3
"495",32,30,1.27271046602945,2
"496",32,31,4.11849539576531,1
"497",33,1,3.49576220528815,32
"498",33,2,2.50324702542999,31
"499",33,3,3.63658827164752,30
"500",33,4,3.34789261022062,29
"501",33,5,3.72902007144132,28
"502",33,6,4.37832023574556,27
"503",33,7,3.91334820162703,26
"504",33,8,3.28079880877912,25
"505",33,9,6.02049080447915,24
"506",33,10,4.33981069048714,23
"507",33,11,3.56637764373201,22
"508",33,12,3.37602152957514,21
"509",33,13,4.36737530411015,20
"510",33,14,4.56177271439465,19
"511",33,15,3.35513130749126,18
"512",33,16,3.3065929163863,17
"513",33,17,3.89335532000596,16
"514",33,18,2.50084501622969,15
"515",33,19,1.73652564413328,14
"516",33,20,2.49478739927372,13
"517",33,21,5.01296352941,12
"518",33,22,6.84052991199983,11
"519",33,23,5.27310826127081,10
"520",33,24,5.71066677420533,9
"521",33,25,3.1681647605395,8
"522",33,26,1.8726217939922,7
"523",33,27,3.16490264778364,6
"524",33,28,2.50499761545292,5
"525",33,29,3.12986336514843,4
"526",33,30,2.90600482315633,3
"527",33,31,3.3682920434325,2
"528",33,32,3.46281406973603,1
"529",34,1,7.30022403312306,33
"530",34,2,5.24104386934309,32
"531",34,3,0.59146151327013,31
"532",34,4,3.16204077864518,30
"533",34,5,2.10059723314171,29
"534",34,6,3.97140248405286,28
"535",34,7,2.37731120674142,27
"536",34,8,1.07890150011174,26
"537",34,9,2.21602897664424,25
"538",34,10,1.49133280508366,24
"539",34,11,3.93624521034149,23
"540",34,12,1.74602074466032,22
"541",34,13,1.00112951675167,21
"542",34,14,2.82598490861404,20
"543",34,15,3.2154860904493,19
"544",34,16,2.47146479166646,18
"545",34,17,1.77879618939139,17
"546",34,18,5.52049587276151,16
"547",34,19,5.08815571439201,15
"548",34,20,3.11143628057998,14
"549",34,21,1.46742981950503,13
"550",34,22,3.38576196243376,12
"551",34,23,1.81834031170474,11
"552",34,24,2.9808088117586,10
"553",34,25,4.13510865266428,9
"554",34,26,3.52147871617604,8
"555",34,27,4.55348268176144,7
"556",34,28,5.20424203668006,6
"557",34,29,3.76844247956623,5
"558",34,30,5.84903921674861,4
"559",34,31,2.44204549970889,3
"560",34,32,6.5605408954742,2
"561",34,33,3.80446182783491,1
"562",35,1,4.3067244828548,34
"563",35,2,4.53894440969797,33
"564",35,3,3.25761914569416,32
"565",35,4,0.749765105958778,31
"566",35,5,1.77700447504211,30
"567",35,6,1.03004256629086,29
"568",35,7,1.46433385741499,28
"569",35,8,3.31798204510061,27
"570",35,9,6.05767404080065,26
"571",35,10,3.30947038782978,25
"572",35,11,1.41386013928798,24
"573",35,12,3.60585793480666,23
"574",35,13,4.40455854043164,22
"575",35,14,1.04924054804795,21
"576",35,15,1.32002938734108,20
"577",35,16,1.57025660686943,19
"578",35,17,2.10218892843431,18
"579",35,18,2.17139791355147,17
"580",35,19,3.33983584625763,16
"581",35,20,1.67063863023435,15
"582",35,21,5.05014676573149,14
"583",35,22,4.47589573299934,13
"584",35,23,4.84968608280618,12
"585",35,24,2.99124053186157,11
"586",35,25,0.344367405807191,10
"587",35,26,4.46721937472222,9
"588",35,27,1.02765971061222,8
"589",35,28,1.54987979351474,7
"590",35,29,0.967652200882204,6
"591",35,30,2.0073941525922,5
"592",35,31,1.64879283492556,4
"593",35,32,2.71889583131779,3
"594",35,33,3.51253216634669,2
"595",35,34,3.84164506415641,1
"596",36,1,2.97972931713259,35
"597",36,2,4.67112033135405,34
"598",36,3,5.39480812851287,33
"599",36,4,2.83715999747934,32
"600",36,5,3.88992131996008,31
"601",36,6,3.86758762300428,30
"602",36,7,3.6015228402337,29
"603",36,8,5.45517102791933,28
"604",36,9,8.19486302361936,27
"605",36,10,5.4466593706485,26
"606",36,11,3.05564503099073,25
"607",36,12,5.55039374871535,24
"608",36,13,6.54174752325036,23
"609",36,14,4.05104010165337,22
"610",36,15,3.02400540770805,21
"611",36,16,3.50736925530867,20
"612",36,17,4.23937791125302,19
"613",36,18,0.830401640053951,18
"614",36,19,2.85817854156809,17
"615",36,20,3.29356391237714,16
"616",36,21,7.18733574855021,15
"617",36,22,6.61308471581806,14
"618",36,23,6.98687506562489,13
"619",36,24,5.19993416146406,12
"620",36,25,2.65743214779823,11
"621",36,26,2.8760827967595,10
"622",36,27,2.65417003504236,9
"623",36,28,1.75726718339226,8
"624",36,29,2.61913075240715,7
"625",36,30,2.65341688056293,6
"626",36,31,3.53678854726623,5
"627",36,32,2.22401167823012,4
"628",36,33,2.57804310408097,3
"629",36,34,5.97883404697512,2
"630",36,35,3.00179955360542,1
"631",37,1,3.11773913646571,36
"632",37,2,3.34995906330887,35
"633",37,3,4.08346285012317,34
"634",37,4,1.80262975566115,33
"635",37,5,2.57857604157038,32
"636",37,6,2.05477341578796,31
"637",37,7,2.290177561844,30
"638",37,8,4.14382574952963,29
"639",37,9,6.88351774522966,28
"640",37,10,4.1353140922588,27
"641",37,11,2.82986643095044,26
"642",37,12,4.65872258450903,25
"643",37,13,5.23040224486066,24
"644",37,14,2.23822589443705,23
"645",37,15,1.45200267813612,22
"646",37,16,2.19602397691897,21
"647",37,17,2.92803263286332,20
"648",37,18,3.09113894894025,19
"649",37,19,2.15085049986853,18
"650",37,20,1.55605248800544,17
"651",37,21,5.87599047016051,16
"652",37,22,5.30173943742836,15
"653",37,23,5.67552978723519,14
"654",37,24,3.81708423629058,13
"655",37,25,1.49841244679915,12
"656",37,26,5.52008402442459,11
"657",37,27,2.44366600227467,10
"658",37,28,2.9658860851772,9
"659",37,29,2.02051685058458,8
"660",37,30,2.65099207343086,7
"661",37,31,2.70165748462793,6
"662",37,32,3.92370253946031,5
"663",37,33,3.64746223043239,4
"664",37,34,4.66748876858542,3
"665",37,35,1.41600629166246,2
"666",37,36,3.54040050263187,1
"667",38,1,3.01547094992362,37
"668",38,2,3.81572729313841,36
"669",38,3,6.69298984400884,35
"670",38,4,4.11497498382591,34
"671",38,5,5.18810303545605,33
"672",38,6,3.30561327841823,32
"673",38,7,4.89970455572967,31
"674",38,8,6.75335274341529,30
"675",38,9,9.49304473911533,29
"676",38,10,6.74484108614446,28
"677",38,11,3.3407705521296,27
"678",38,12,6.84857546421132,26
"679",38,13,7.83992923874632,25
"680",38,14,4.45103085385705,24
"681",38,15,4.06152967202179,23
"682",38,16,4.80555097080463,22
"683",38,17,5.53755962674899,21
"684",38,18,3.41485922069422,20
"685",38,19,2.23465685805308,19
"686",38,20,4.16557948189111,18
"687",38,21,8.48551746404617,17
"688",38,22,7.91126643131402,16
"689",38,23,8.28505678112086,15
"690",38,24,6.42661123017625,14
"691",38,25,3.14190710980681,13
"692",38,26,5.84380429617856,12
"693",38,27,2.72353308070964,11
"694",38,28,2.80840011266059,10
"695",38,29,3.50857328290486,9
"696",38,30,1.42797654572248,8
"697",38,31,4.8349702627622,7
"698",38,32,1.94317321331171,6
"699",38,33,3.97118250218636,5
"700",38,34,7.27701576247109,4
"701",38,35,3.43537069831468,3
"702",38,36,3.86412077438585,2
"703",38,37,2.60952699388567,1
"704",39,1,7.36044520411114,38
"705",39,2,5.30126504033117,37
"706",39,3,2.31168581893631,36
"707",39,4,3.22226194963325,35
"708",39,5,3.50663417251145,34
"709",39,6,4.29591669580694,33
"710",39,7,2.96489488036907,32
"711",39,8,1.89097252981388,31
"712",39,9,2.15580780565616,30
"713",39,10,3.01490823777593,29
"714",39,11,4.23748195855187,28
"715",39,12,1.83102086152422,27
"716",39,13,2.08807179654617,26
"717",39,14,3.23687026168343,25
"718",39,15,3.80234368429462,24
"719",39,16,3.26001121393516,23
"720",39,17,2.56845286729475,22
"721",39,18,5.58071704374959,21
"722",39,19,5.14837688538008,20
"723",39,20,3.17165745156806,19
"724",39,21,1.37478561032259,18
"725",39,22,5.51562745928862,17
"726",39,23,3.9482058085596,16
"727",39,24,4.38576432149412,15
"728",39,25,4.19532982365235,14
"729",39,26,3.16297242120369,13
"730",39,27,4.61370385274952,12
"731",39,28,5.26446320766813,11
"732",39,29,3.8286636505543,10
"733",39,30,5.90926038773668,9
"734",39,31,2.92857496682773,8
"735",39,32,6.62076206646227,7
"736",39,33,3.86468299882299,6
"737",39,34,2.12986549685485,5
"738",39,35,3.90186623514448,4
"739",39,36,6.0390552179632,3
"740",39,37,4.7277099395735,2
"741",39,38,7.33723693345916,1
"742",40,1,6.3578815112572,39
"743",40,2,5.85156690331255,38
"744",40,3,1.96184135648901,37
"745",40,4,2.21969825677931,36
"746",40,5,1.92409408464322,35
"747",40,6,3.02905996218699,34
"748",40,7,1.43496868487556,33
"749",40,8,1.60927967743618,32
"750",40,9,3.1583714985101,31
"751",40,10,0.644893278678929,30
"752",40,11,2.99390268847562,29
"753",40,12,2.49787662026427,28
"754",40,13,1.73980374359484,27
"755",40,14,1.88364238674818,26
"756",40,15,2.27314356858344,25
"757",40,16,1.67747112606694,24
"758",40,17,0.931799339955319,23
"759",40,18,4.57815335089565,22
"760",40,19,4.65245833987221,21
"761",40,20,2.3528625217288,20
"762",40,21,2.63237785236492,19
"763",40,22,2.01537525203855,18
"764",40,23,1.95038354051564,17
"765",40,24,0.885512114244057,16
"766",40,25,3.19276613079841,15
"767",40,26,4.89186542657125,14
"768",40,27,3.61114015989558,13
"769",40,28,4.26189951481419,12
"770",40,29,2.82609995770037,11
"771",40,30,4.90669669488274,10
"772",40,31,1.49970297784303,9
"773",40,32,5.61819837360833,8
"774",40,33,4.82515465996128,7
"775",40,34,2.13622608376259,6
"776",40,35,2.89930254229054,5
"777",40,36,5.03649152510926,4
"778",40,37,3.72514624671956,3
"779",40,38,6.33467324060522,2
"780",40,39,3.50025220725007,1
"781",41,1,7.0806056020134,40
"782",41,2,5.71342602864286,39
"783",41,3,1.05201213242766,38
"784",41,4,2.94242234753552,37
"785",41,5,1.87512982600777,36
"786",41,6,3.7517840529432,35
"787",41,7,2.15769277563176,34
"788",41,8,1.47113880276649,33
"789",41,9,2.4356474077539,32
"790",41,10,0.347203094804448,31
"791",41,11,3.71662677923183,30
"792",41,12,2.35973574559458,29
"793",41,13,1.2740395360342,28
"794",41,14,2.60636647750438,27
"795",41,15,2.99586765933965,26
"796",41,16,2.2518463605568,25
"797",41,17,1.51983770461244,24
"798",41,18,5.30087744165186,23
"799",41,19,4.86853728328235,22
"800",41,20,2.89181784947032,21
"801",41,21,1.98732572225779,20
"802",41,22,2.15351612670824,19
"803",41,23,1.22765944975943,18
"804",41,24,1.75441195205735,17
"805",41,25,3.91549022155462,16
"806",41,26,4.75372455190156,15
"807",41,27,4.33386425065179,14
"808",41,28,4.9846236055704,13
"809",41,29,3.54882404845657,12
"810",41,30,5.62942078563895,11
"811",41,31,2.22242706859923,10
"812",41,32,6.34092246436454,9
"813",41,33,4.68701378529159,8
"814",41,34,1.23224583572552,7
"815",41,35,3.62202663304675,6
"816",41,36,5.75921561586546,5
"817",41,37,4.44787033747576,4
"818",41,38,7.05739733136143,3
"819",41,39,3.36211133258038,2
"820",41,40,0.909829224061348,1
"821",42,1,5.35563213547389,41
