"idx_bd","n_curr","g"
1,1431,1.2411672405429
1,1441,1.24318629499173
1,1451,1.2434607566496
1,1461,1.24218876577844
1,1471,1.24194389074435
1,1481,1.24186298297453
1,1491,1.24154347546524
1,1501,1.24070975816849
1,1511,1.24047173180114
1,1521,1.24100602009076
1,1531,1.24086457709443
1,1541,1.24033018763092
1,1551,1.23894338389875
1,1561,1.23816731559072
1,1571,1.23691150815493
1,1581,1.23587651210845
1,1591,1.23383657175883
1,1601,1.23697643835817
1,1611,1.23484216932413
1,1621,1.23665688365869
1,1631,1.23500955487954
1,1641,1.23298019136451
1,1651,1.23202724903497
1,1661,1.23395394057842
1,1671,1.23515128127378
1,1681,1.23494166610118
1,1691,1.23545667427333
1,1701,1.23283546272167
1,1711,1.23295955048545
1,1721,1.23286841919365
1,1731,1.2335817842212
1,1741,1.23393752329625
1,1751,1.23484417496809
1,1761,1.23405612697089
1,1771,1.23504152982036
1,1781,1.23360976145554
1,1791,1.23294322687063
1,1801,1.23641799160601
1,1811,1.2380540627934
1,1821,1.23792891957072
1,1831,1.23923994058793
1,1841,1.23831410317535
1,1851,1.2373148370298
1,1861,1.24155489950658
1,1871,1.24157308282668
1,1881,1.24172010028884
1,1891,1.23996495003434
1,1901,1.24170562848771
1,1911,1.24114340316034
1,1921,1.24142267133731
1,1931,1.24112755829716
1,1941,1.24052055122067
1,1951,1.24154278419144
1,1961,1.24436511997454
1,1971,1.24508093446835
1,1981,1.24416572499377
1,1991,1.24591293029541
1,2001,1.24503064173371
1,2011,1.24414266052873
1,2021,1.24452972230363
1,2031,1.24737412056541
1,2041,1.24576802078443
1,2051,1.24449977704808
1,2061,1.24355692185251
1,2071,1.24901700527846
1,2081,1.24786616459281
1,2091,1.2477696479258
1,2101,1.24684527311373
1,2111,1.24662094049833
1,2121,1.24611792862016
1,2131,1.24557379062209
1,2141,1.2458877748107
1,2151,1.24599582514707
1,2161,1.24685711642184
1,2171,1.24531571531112
1,2181,1.244679112866
1,2191,1.2439088307548
1,2201,1.24333890461505
1,2211,1.24357947047231
1,2221,1.24259010126273
1,2231,1.2426311454764
1,2241,1.24157487145734
1,2251,1.24095084694662
1,2261,1.23973106368261
1,2271,1.2381806856219
1,2281,1.2384618990641
1,2291,1.23813684644192
1,2301,1.23757012826684
1,2311,1.23700815042901
1,2321,1.23850874073106
1,2331,1.23847183123185
1,2341,1.24132736834189
1,2351,1.24222890839133
1,2361,1.24317878306204
1,2371,1.24224166364063
1,2381,1.24210308499984
1,2391,1.2445733604138
1,2401,1.24637853587483
1,2411,1.24528528490403
1,2421,1.2462857145368
1,2431,1.24508152157677
1,2441,1.24382217335725
1,2451,1.24367760883448
1,2461,1.24408815028939
1,2471,1.24575270736257
1,2481,1.24500404688705
1,2491,1.24436979804456
1,2501,1.24276788315862
1,2511,1.24426989750992
1,2521,1.24356251238522
1,2531,1.24309494482672
1,2541,1.24292686029701
1,2551,1.24263670537593
1,2561,1.2452416351407
1,2571,1.24741438013055
1,2581,1.2461054843832
1,2591,1.2503906843001
1,2601,1.24907058893987
1,2611,1.24855848151616
1,2621,1.24834432593903
1,2631,1.24956723963336
1,2641,1.24905884322505
1,2651,1.24762081218673
1,2661,1.24742333653691
1,2671,1.24661350151779
1,2681,1.24671530354451
1,2691,1.2467196034338
1,2701,1.24677628369128
1,2711,1.24574250921257
1,2721,1.2449610785911
1,2731,1.24476838448031
1,2741,1.24384331735606
1,2751,1.2463352972575
1,2761,1.24472907620517
1,2771,1.24475838903363
1,2781,1.24554969750704
1,2791,1.24553284260814
1,2801,1.24540285733951
1,2811,1.2465136702264
1,2821,1.24636980018391
1,2831,1.24651313440661
1,2841,1.24588826577464
1,2851,1.24557322221658
1,2861,1.24477475859942
1,2871,1.24566401382859
1,2881,1.24637971185971
1,2891,1.24638526171608
1,2901,1.24617120591707
1,2911,1.24581553543591
1,2921,1.24538280194934
1,2931,1.24557213752273
1,2941,1.24502971392496
1,2951,1.24659272252059
1,2961,1.24641300368154
1,2971,1.2460135541676
1,2981,1.24539525673159
1,2991,1.24745371716392
5,1,0.809457022640753
5,11,0.775871499618662
5,21,0.928492980091612
5,31,1.13064496859254
5,41,1.20157373561844
5,51,1.18493515490151
5,61,1.16156725100814
5,71,1.15716588610311
5,81,1.24334312076659
5,91,1.22092780270086
5,101,1.181068926712
5,111,1.1650171081728
5,121,1.18344503973329
5,131,1.1887391744204
5,141,1.18898523722019
5,151,1.1872267322691
5,161,1.22688638612195
5,171,1.20378231762531
5,181,1.19326257396279
5,191,1.2114999898394
5,201,1.1994338935711
5,211,1.19166216742687
5,221,1.21625409710404
5,231,1.21809021180428
5,241,1.22042852757782
5,251,1.21546115242961
5,261,1.22118644954437
5,271,1.22768733566124
5,281,1.24062225876967
5,291,1.23001142588241
5,301,1.22701399457027
5,311,1.22598600239703
5,321,1.23121727789459
5,331,1.22636921837735
5,341,1.2508936407713
5,351,1.24827300329159
5,361,1.24837132360894
5,371,1.24842226163143
5,381,1.24108442699929
5,391,1.23718566673623
5,401,1.22955254151352
5,411,1.23183026175632
5,421,1.2398330259509
5,431,1.24549702024005
5,441,1.2534321814943
5,451,1.24810665633972
5,461,1.24307060689691
5,471,1.26247233313618
5,481,1.26159971001703
5,491,1.26073316494991
5,501,1.26163776040636
5,511,1.25725325264035
5,521,1.27289220450648
5,531,1.28027729052608
5,541,1.27051874132081
5,551,1.26514621210509
5,561,1.25949212122278
5,571,1.25611784555748
5,581,1.25113817563516
5,591,1.25192268706478
5,601,1.25941302134985
5,611,1.25592939422588
5,621,1.25528495704597
5,631,1.2504478763693
5,641,1.26229216443248
5,651,1.26146033070606
5,661,1.2581572624082
5,671,1.25506187055312
5,681,1.25112050212696
5,691,1.25839760861811
5,701,1.26260517583697
5,711,1.25530294103724
5,721,1.25199028528465
5,731,1.25018212153645
5,741,1.25130427600524
5,751,1.25747744899992
5,761,1.25330240824001
5,771,1.25075770214397
5,781,1.24843636116795
5,791,1.24567995858552
5,801,1.25156158344658
5,811,1.25135698197079
5,821,1.25400254918931
5,831,1.25663254066792
5,841,1.2539272909374
5,851,1.25517103317111
5,861,1.25403786891634
5,871,1.25614957412657
5,881,1.25190393900597
5,891,1.2489671295331
5,901,1.24726153213431
5,911,1.25498091562019
5,921,1.25714292399507
5,931,1.25661884192873
5,941,1.25524677894837
5,951,1.25225092317444
5,961,1.25786530978196
5,971,1.25752643246051
5,981,1.25498268646558
5,991,1.26074372999766
5,1001,1.25952072529405
5,1011,1.25685613932614
5,1021,1.25490213762693
5,1031,1.25460326781244
5,1041,1.25679275313826
5,1051,1.25585034926987
5,1061,1.25979007841996
5,1071,1.25838078121528
5,1081,1.25789848232496
5,1091,1.26437657142395
5,1101,1.26243265132365
5,1111,1.26029709728777
5,1121,1.25964197876595
5,1131,1.25825770921341
5,1141,1.25900647949187
5,1151,1.2611665946396
5,1161,1.26324122795753
5,1171,1.26102411957339
5,1181,1.26226615678751
5,1191,1.25815068425579
5,1201,1.25797796092134
5,1211,1.25467389428309
5,1221,1.256073078793
5,1231,1.25896751297842
5,1241,1.25648516485475
5,1251,1.25679190085084
5,1261,1.25758550402023
5,1271,1.25489002743711
5,1281,1.25520487100456
5,1291,1.2598822798581
5,1301,1.26023044221103
5,1311,1.25911731355041
5,1321,1.25934387435236
5,1331,1.25999231058819
5,1341,1.25817369099881
5,1351,1.25878999673566
5,1361,1.25897688423659
5,1371,1.2580381920623
5,1381,1.25720547941091
5,1391,1.25769450824154
5,1401,1.25747543485918
5,1411,1.25614774886632
5,1421,1.25434361849485
5,1431,1.25402002057181
5,1441,1.25221981734387
5,1451,1.25040709021823
5,1461,1.25213019715473
5,1471,1.25142331942803
5,1481,1.25046950398812
5,1491,1.25013227598264
5,1501,1.24866613431764
5,1511,1.24715610108295
5,1521,1.24706053300629
5,1531,1.24828175467687
5,1541,1.24796788846067
5,1551,1.24844539754869
5,1561,1.24550589205085
5,1571,1.24583166568759
5,1581,1.24559948766986
5,1591,1.24786955529238
5,1601,1.24948156370434
5,1611,1.24835910252942
5,1621,1.24839499366304
5,1631,1.24743213147992
5,1641,1.24530259114202
5,1651,1.25028238160588
5,1661,1.25200011783279
5,1671,1.25337750753981
5,1681,1.25419165457018
5,1691,1.25287022766231
5,1701,1.25723964591587
5,1711,1.25727601934894
5,1721,1.25729794695641
5,1731,1.25523392009277
5,1741,1.2571641340439
5,1751,1.25700709625462
5,1761,1.25663858637773
5,1771,1.25613179378995
5,1781,1.25521573313003
5,1791,1.25650213761698
5,1801,1.2597398158838
5,1811,1.26015270978437
5,1821,1.25970862521863
5,1831,1.26094481342556
5,1841,1.26024516846043
5,1851,1.262712194397
5,1861,1.26304773403106
5,1871,1.26104026150339
5,1881,1.26023100680431
5,1891,1.2659010841975
5,1901,1.26441578338008
5,1911,1.26438908186048
5,1921,1.26316460616677
5,1931,1.26308182366873
5,1941,1.26159761612173
5,1951,1.26124862771442
5,1961,1.26183042816229
5,1971,1.26267130756225
5,1981,1.26232162526672
5,1991,1.26053778794431
5,2001,1.25933137890181
5,2011,1.25905707790626
5,2021,1.25873828831757
5,2031,1.25845308571864
5,2041,1.25809553262094
5,2051,1.25668367059011
5,2061,1.25647496752797
5,2071,1.25480690770859
5,2081,1.25304253143943
5,2091,1.25414264129545
5,2101,1.25306081141313
5,2111,1.25209358150915
5,2121,1.25252866236126
5,2131,1.25341569032733
5,2141,1.25564475688777
5,2151,1.25858487722318
5,2161,1.25948228613588
5,2171,1.25843828302952
5,2181,1.25805567508151
5,2191,1.2615807076366
5,2201,1.26221919219013
5,2211,1.26143566852188
5,2221,1.26142909903274
5,2231,1.26024878256039
5,2241,1.25981512184131
5,2251,1.26050528612725
5,2261,1.26189184508736
5,2271,1.26044548177197
5,2281,1.26031013262713
5,2291,1.25874964102086
5,2301,1.25973029930857
5,2311,1.25934893751098
5,2321,1.25935840659044
5,2331,1.25870132445993
5,2341,1.26081247946309
5,2351,1.26150364589274
5,2361,1.26299121120791
5,2371,1.26275326699719
5,2381,1.26653847423127
5,2391,1.26564133479039
5,2401,1.26497735185576
5,2411,1.26509085699579
5,2421,1.2652796914964
5,2431,1.26446096533009
5,2441,1.26428302837334
5,2451,1.26295755901622
5,2461,1.26330604399703
5,2471,1.26306572836978
5,2481,1.26266903002459
5,2491,1.26176362126486
5,2501,1.26070954670321
5,2511,1.26058146810543
5,2521,1.26177461187857
5,2531,1.26179838510457
5,2541,1.26042699545496
5,2551,1.26155610895195
5,2561,1.26130020075334
5,2571,1.2610450632225
5,2581,1.26187711993683
5,2591,1.26205127569228
5,2601,1.26217276272527
5,2611,1.26166456396107
5,2621,1.26084258313064
5,2631,1.26050607362704
5,2641,1.26141899863711
5,2651,1.26221917763411
5,2661,1.26208330245243
5,2671,1.26185067154605
5,2681,1.26149300661722
5,2691,1.26071531499337
5,2701,1.25978182515632
5,2711,1.26148514695275
5,2721,1.26108934264732
5,2731,1.26157964012096
5,2741,1.26026579907375
5,2751,1.2617019750435
5,2761,1.26177159146929
5,2771,1.26181589488586
5,2781,1.26213876333644
5,2791,1.26122317963464
5,2801,1.26094339444091
5,2811,1.260975136451
5,2821,1.25987856341112
5,2831,1.26072705665419
5,2841,1.25956451738128
5,2851,1.26062682851276
5,2861,1.25914440537691
5,2871,1.25967482638621
5,2881,1.2580557642341
5,2891,1.25738414359079
5,2901,1.25785952266493
5,2911,1.25809117037409
5,2921,1.25838588301943
5,2931,1.2586237051496
5,2941,1.26010416730105
5,2951,1.25989867712331
5,2961,1.26184712721874
5,2971,1.26344453227275
5,2981,1.26312605684667
5,2991,1.26304728241904
10,1,0.809457022640753
10,11,0.841757213469205
10,21,0.971060751502925
10,31,1.2796109263247
10,41,1.25616733658655
10,51,1.20946206031859
10,61,1.29316134841765
10,71,1.31005420450133
10,81,1.25505565167611
10,91,1.22123871036098
10,101,1.24865757935668
10,111,1.23225425145909
10,121,1.23488394593065
10,131,1.23019307659774
10,141,1.27243095480356
10,151,1.24325054818276
10,161,1.25763466489925
10,171,1.24718285674873
10,181,1.23306966511522
10,191,1.26540731590116
10,201,1.25254376837023
10,211,1.25623624215614
10,221,1.25035137224394
10,231,1.25916908284236
10,241,1.25582023908929
10,251,1.25392010652073
10,261,1.26294677881228
10,271,1.25840220185932
10,281,1.256147441579
10,291,1.26088154825563
10,301,1.25942060729303
10,311,1.28436896540888
10,321,1.28275402165419
10,331,1.28059758091438
10,341,1.27092005124034
10,351,1.26366794542773
10,361,1.25931531451854
10,371,1.25754163279563
10,381,1.27198449169732
10,391,1.28575421641891
10,401,1.28016105038032
10,411,1.27450156748415
10,421,1.28322395068629
10,431,1.27927079229018
10,441,1.27701965175731
10,451,1.27763207696456
10,461,1.27478728909534
10,471,1.28784794954859
10,481,1.2968421685505
10,491,1.28488543058511
10,501,1.27920255073763
10,511,1.27231310930078
10,521,1.26836972595989
10,531,1.26388237096873
10,541,1.27387846686029
10,551,1.27042864452812
10,561,1.265057626849
10,571,1.26271669665859
10,581,1.26764102362764
10,591,1.26739495588434
10,601,1.26457667472111
10,611,1.2598322355974
10,621,1.26723923273475
10,631,1.27041781654982
10,641,1.26538037436709
10,651,1.26293195118078
10,661,1.26272072311499
10,671,1.26801700531082
10,681,1.26512396782098
10,691,1.26243078870971
10,701,1.26015006923211
10,711,1.2576652377777
10,721,1.26511569139877
10,731,1.2620083334768
10,741,1.27385608735657
10,751,1.26741889479401
10,761,1.26704773947342
10,771,1.26549992593711
10,781,1.26538317783665
10,791,1.26359944105891
10,801,1.26023218512232
10,811,1.26534083572896
10,821,1.266560148354
10,831,1.27219420636101
10,841,1.26837148606057
10,851,1.27213131568974
10,861,1.27220361796002
10,871,1.27223024391813
10,881,1.27625443920348
10,891,1.27550865032839
10,901,1.27481482072649
10,911,1.27275357671034
10,921,1.27221597959307
10,931,1.2749840735151
10,941,1.27873125056327
10,951,1.27771758965513
10,961,1.27500480507591
10,971,1.27341624649557
10,981,1.27427849124705
10,991,1.27202165875122
10,1001,1.26970337185129
10,1011,1.26820644029107
10,1021,1.26918349822264
10,1031,1.27097451537264
10,1041,1.27319692673344
10,1051,1.27063194965866
10,1061,1.27102672024178
10,1071,1.26950525848187
10,1081,1.26706049465085
10,1091,1.26342593614472
10,1101,1.26562701137212
10,1111,1.26855130937103
10,1121,1.26649206872387
10,1131,1.26626516745119
10,1141,1.26587797460225
10,1151,1.26352688192869
10,1161,1.2684737359029
10,1171,1.26817043983893
10,1181,1.26982673085322
10,1191,1.26849019591807
10,1201,1.26791622306994
10,1211,1.26747899337755
10,1221,1.26816471528651
10,1231,1.26816389534342
10,1241,1.26667861963328
10,1251,1.26489919601825
10,1261,1.26591919852686
10,1271,1.26538249734593
10,1281,1.2630868495992
10,1291,1.26284516152784
10,1301,1.26078340575458
10,1311,1.25839151449268
10,1321,1.25985351038881
10,1331,1.25947909849937
10,1341,1.26063692865804
10,1351,1.25894205311638
10,1361,1.25660975685712
10,1371,1.255547244931
10,1381,1.25738767089279
10,1391,1.25695430821445
10,1401,1.25732287724518
10,1411,1.25703748066794
10,1421,1.2556131465767
10,1431,1.25716423647827
10,1441,1.25808430753887
10,1451,1.25869357703833
10,1461,1.25727490113125
10,1471,1.25770515786488
10,1481,1.25565618293389
10,1491,1.26101241565775
10,1501,1.26260848287677
10,1511,1.26229516056749
10,1521,1.26295042348729
10,1531,1.26142251089081
10,1541,1.26667363464871
10,1551,1.26706423674658
10,1561,1.26609914674847
10,1571,1.26415503635978
10,1581,1.26677529166779
10,1591,1.26667505646261
10,1601,1.26615064536307
10,1611,1.26507572757843
10,1621,1.26643621523521
10,1631,1.27087200241483
10,1641,1.27065502324014
10,1651,1.27212447019594
10,1661,1.27116726806721
10,1671,1.27109671392249
10,1681,1.27499267581986
10,1691,1.27296792155525
10,1701,1.27115748119922
10,1711,1.27470519431583
10,1721,1.27571434308698
10,1731,1.27561959311528
10,1741,1.27420401418354
10,1751,1.2736993019125
10,1761,1.27269065709868
10,1771,1.27210207541718
10,1781,1.27388165680582
10,1791,1.27335006403377
10,1801,1.27269656935192
10,1811,1.27149614312455
10,1821,1.27003790569413
10,1831,1.26954509864529
10,1841,1.26926995347734
10,1851,1.2688216275176
10,1861,1.26719636220255
10,1871,1.26681404352956
10,1881,1.26444732732908
10,1891,1.26292202431084
10,1901,1.26409234727709
10,1911,1.26321076995817
10,1921,1.26137063357788
10,1931,1.26447008046038
10,1941,1.2642131515582
10,1951,1.27029176617073
10,1961,1.27144273026516
10,1971,1.26995259508364
10,1981,1.2694072919656
10,1991,1.2731442695142
10,2001,1.27372833403277
10,2011,1.27326369787832
10,2021,1.27277010310233
10,2031,1.27108536490332
10,2041,1.27169695240553
10,2051,1.27326937655533
10,2061,1.27238433691387
10,2071,1.27190113997517
10,2081,1.27000950394761
10,2091,1.2710348009781
10,2101,1.27029642040173
10,2111,1.27003177418264
10,2121,1.26913659158505
10,2131,1.27221786022602
10,2141,1.27556610992063
10,2151,1.27411876939712
10,2161,1.27647460761078
10,2171,1.27756288948836
10,2181,1.2769767292119
10,2191,1.27709351026877
10,2201,1.27780696047421
10,2211,1.27672530047952
10,2221,1.27592469180122
10,2231,1.27482738884796
10,2241,1.27549660220139
10,2251,1.27513751345906
10,2261,1.2741815758811
10,2271,1.27312091552714
10,2281,1.27304132113379
10,2291,1.27236227024413
10,2301,1.27213130911232
10,2311,1.27190009290491
10,2321,1.27237800867216
10,2331,1.27257093163712
10,2341,1.27282504152377
10,2351,1.27359834928069
10,2361,1.27368327814003
10,2371,1.27294888541211
10,2381,1.27245800117003
10,2391,1.27210127647683
10,2401,1.2712960534846
10,2411,1.27237306471962
10,2421,1.27271533691043
10,2431,1.27176945562675
10,2441,1.27141833606924
10,2451,1.27039205507522
10,2461,1.27214995923042
10,2471,1.27194062817889
10,2481,1.27216174169206
10,2491,1.27368760787195
10,2501,1.27316222440007
10,2511,1.27255753176719
10,2521,1.2739922757701
10,2531,1.27274801090544
10,2541,1.27244331136773
10,2551,1.2723280555381
10,2561,1.27188499918057
10,2571,1.27190437310762
10,2581,1.27081052738684
10,2591,1.27149134941066
10,2601,1.27096252909738
10,2611,1.27024073612161
10,2621,1.26911332511956
10,2631,1.2695407740791
10,2641,1.26980399565091
10,2651,1.27008382593395
10,2661,1.27030181813027
10,2671,1.27200313663449
10,2681,1.27262408070249
10,2691,1.2744780898699
10,2701,1.27586850560212
10,2711,1.27578700748259
10,2721,1.27733128780793
10,2731,1.27744522695203
10,2741,1.27771086196857
10,2751,1.27820507149478
10,2761,1.27865460591724
10,2771,1.2783840050696
10,2781,1.27990537896405
10,2791,1.27905721147551
10,2801,1.2783291921143
10,2811,1.27866700218439
10,2821,1.27849437878243
10,2831,1.27799409228774
10,2841,1.278145947337
10,2851,1.27654314126378
10,2861,1.2773926282897
10,2871,1.27822320240369
10,2881,1.28157284439871
10,2891,1.28251921398327
10,2901,1.28343997756141
10,2911,1.28350057731767
10,2921,1.28255739563585
10,2931,1.28201704243751
10,2941,1.28214311666374
10,2951,1.28202763176006
10,2961,1.28340385489844
10,2971,1.28282615562862
10,2981,1.28444350307642
10,2991,1.28378698305253
15,1,0.837451737451737
15,11,0.853334566529959
15,21,1.25010840181661
15,31,1.30087608526327
15,41,1.2551488497676
15,51,1.2328313350831
15,61,1.33758498137142
15,71,1.30573497505424
15,81,1.24917920016869
15,91,1.23395458829981
15,101,1.20980213380897
15,111,1.21604260638225
15,121,1.21538593360718
15,131,1.2621321039529
15,141,1.23184046005513
15,151,1.25009037055914
15,161,1.2334513646412
15,171,1.24341346569074
15,181,1.2550277211084
15,191,1.25779383513007
15,201,1.25233599242397
15,211,1.26340476136413
15,221,1.26364080695952
15,231,1.27497176929029
15,241,1.25977165170515
15,251,1.26504655132721
15,261,1.25665096043192
15,271,1.25938816453587
15,281,1.28676438980584
15,291,1.28335017281796
15,301,1.28305797553669
15,311,1.27440023202629
15,321,1.26654190577885
15,331,1.26908806078347
15,341,1.27248252597568
15,351,1.28165260554201
15,361,1.28968377947911
15,371,1.28089735409367
15,381,1.296832832299
15,391,1.29142071840943
15,401,1.29053688623143
15,411,1.28417403520488
15,421,1.30186424780401
15,431,1.31041843954276
15,441,1.29861237251218
15,451,1.29157283615745
15,461,1.28489650095772
15,471,1.2787628365596
15,481,1.28499353158824
15,491,1.28631693566684
15,501,1.28112950347671
15,511,1.27819919055108
15,521,1.28339344972591
15,531,1.28284410674207
15,541,1.27926906831064
15,551,1.2771553558636
15,561,1.28967282000818
15,571,1.28266214317536
15,581,1.27916708916852
15,591,1.27975832470068
15,601,1.28648866646365
15,611,1.28262719642377
15,621,1.28043791504067
15,631,1.277551145734
15,641,1.27435975696188
15,651,1.28305618745916
15,661,1.27962583840556
15,671,1.29062095528063
15,681,1.28376627353668
15,691,1.28367762560776
15,701,1.28327092438456
15,711,1.28363450972442
15,721,1.27812204066212
15,731,1.27287788559732
15,741,1.28315335933784
15,751,1.28761042181332
15,761,1.28449676146926
15,771,1.28186011031085
15,781,1.28832735504367
15,791,1.28802206625018
15,801,1.29315977544537
15,811,1.29086784214237
15,821,1.29009553628521
15,831,1.28729477851808
15,841,1.28697537975511
15,851,1.29007673766742
15,861,1.29260750244608
15,871,1.29259113426076
15,881,1.28962745465023
15,891,1.29095906048118
15,901,1.28816867408029
15,911,1.28545641275247
15,921,1.28337396760712
15,931,1.28362846155823
15,941,1.28851357434204
15,951,1.28815634604368
15,961,1.28549082081647
15,971,1.28587300891741
15,981,1.28416106332719
15,991,1.27946034798786
15,1001,1.2793376956028
15,1011,1.28541587405197
15,1021,1.28185464982766
15,1031,1.28327722591279
15,1041,1.28170493333057
15,1051,1.27943521864872
15,1061,1.28518289105236
15,1071,1.28140582258803
15,1081,1.28367944798011
15,1091,1.28450399764378
15,1101,1.28209800029921
15,1111,1.28158513806462
15,1121,1.28094892758891
15,1131,1.28061982426145
15,1141,1.2780270577774
15,1151,1.27903048483714
15,1161,1.27799624085479
15,1171,1.27539528967819
15,1181,1.27359207219805
15,1191,1.27144072069234
15,1201,1.27320156478711
15,1211,1.2725056121693
15,1221,1.27406718874602
15,1231,1.27154762009066
15,1241,1.26986009584828
15,1251,1.27217114633267
15,1261,1.27116552006296
15,1271,1.27369444058964
15,1281,1.27343140388423
15,1291,1.27173665719499
15,1301,1.27345163695147
15,1311,1.27559448092188
15,1321,1.27515561898047
15,1331,1.27505692600413
15,1341,1.27368701732099
15,1351,1.27237021409176
15,1361,1.2793299432456
15,1371,1.27992071125063
15,1381,1.28061007569725
15,1391,1.27973770898956
15,1401,1.28455298097649
15,1411,1.28570726359292
15,1421,1.28319233372456
15,1431,1.28595764007126
15,1441,1.28565212459614
15,1451,1.28550695760206
15,1461,1.28401719367696
15,1471,1.28539406862255
15,1481,1.29067857363083
15,1491,1.29004013277892
15,1501,1.29217223953272
15,1511,1.29164872807131
15,1521,1.29579880305186
15,1531,1.29394081395269
15,1541,1.29170916025883
15,1551,1.29533009219339
15,1561,1.29672087523209
15,1571,1.29585179646096
15,1581,1.29384984750631
15,1591,1.29354699242798
15,1601,1.29329450670725
15,1611,1.29370125264872
15,1621,1.29366000276773
15,1631,1.29351988929842
15,1641,1.29231422563322
15,1651,1.29113449403971
15,1661,1.29002792472902
15,1671,1.28945801714679
15,1681,1.28888316055485
15,1691,1.28738637332632
15,1701,1.2858089903925
15,1711,1.28361125539996
15,1721,1.28458855074159
15,1731,1.28313590370803
15,1741,1.28467347248851
15,1751,1.2857407507532
15,1761,1.28979436916285
15,1771,1.29295990999888
15,1781,1.29172325048569
15,1791,1.29099854248409
15,1801,1.29500987496275
15,1811,1.29540292287427
15,1821,1.29512681977617
15,1831,1.2934716126153
15,1841,1.2930009434216
15,1851,1.29544759867845
15,1861,1.29467771769304
15,1871,1.29373806805022
15,1881,1.29198703611535
15,1891,1.29222488592174
15,1901,1.29201966490529
15,1911,1.29184168780811
15,1921,1.29171842105702
15,1931,1.29248287479612
15,1941,1.29435006353409
15,1951,1.29401635596285
15,1961,1.29846989033664
15,1971,1.29752845751515
15,1981,1.29767871674901
15,1991,1.29826578586262
15,2001,1.29696836532181
15,2011,1.29570797333922
15,2021,1.29575343940441
15,2031,1.29546812809197
15,2041,1.29446554117354
15,2051,1.29384704664818
